foot_length_cm,foot_width_cm,category,gender,target_UK_size,target_EU_size,target_US_size,allowance_cm,effective_length_cm
28.4,10.2,Formal,Male,11.5,46,12.5,0.7,29.1
29.7,10.4,Formal,Male,13,48,14,0.7,30.4
29,10.2,Formal,Male,12,47,13,0.7,29.7
28.9,10.4,Formal,Male,12,46,13,0.7,29.6
29.2,10.9,Formal,Male,12.5,47,13.5,0.7,29.9
24.7,10,Formal,Male,7,40,8,0.7,25.4
27.1,10.2,Formal,Male,10,44,11,0.7,27.8
27.5,10.2,Formal,Male,10.5,44,11.5,0.7,28.2
26.7,10.2,Formal,Male,9.5,43,10.5,0.7,27.4
26.2,10,Formal,Male,9,42,10,0.7,26.9
26.9,9.9,Formal,Male,9.5,43,10.5,0.7,27.6
26.1,9.8,Formal,Male,8.5,42,9.5,0.7,26.8
26.7,10.1,Formal,Male,9.5,43,10.5,0.7,27.4
26.2,10.2,Formal,Male,9,42,10,0.7,26.9
28.5,10.1,Formal,Male,11.5,46,12.5,0.7,29.2
25.8,9.5,Formal,Male,8.5,42,9.5,0.7,26.5
26.8,10,Formal,Male,9.5,43,10.5,0.7,27.5
25.3,9.6,Formal,Male,7.5,41,8.5,0.7,26
28.4,9.7,Formal,Male,11.5,46,12.5,0.7,29.1
26.8,10.3,Formal,Male,9.5,43,10.5,0.7,27.5
27,10.5,Formal,Male,9.5,44,10.5,0.7,27.7
28.3,10.1,Formal,Male,11.5,46,12.5,0.7,29
27.8,10.2,Formal,Male,10.5,45,11.5,0.7,28.5
28.5,11,Formal,Male,11.5,46,12.5,0.7,29.2
26.8,10,Formal,Male,9.5,43,10.5,0.7,27.5
28.1,10.2,Formal,Male,11,45,12,0.7,28.8
26.9,10.2,Formal,Male,9.5,43,10.5,0.7,27.6
28.3,9.4,Formal,Male,11.5,46,12.5,0.7,29
28.3,9.6,Formal,Male,11.5,46,12.5,0.7,29
25.5,9.8,Formal,Male,8,41,9,0.7,26.2
24.4,9.3,Formal,Male,6.5,40,7.5,0.7,25.1
27.9,10.5,Formal,Male,11,45,12,0.7,28.6
27.1,10.5,Formal,Male,10,44,11,0.7,27.8
26.2,10.7,Formal,Male,9,42,10,0.7,26.9
26.3,10,Formal,Male,9,42,10,0.7,27
24.9,9.4,Formal,Male,7,40,8,0.7,25.6
26.6,9.8,Formal,Male,9,43,10,0.7,27.3
29.1,10.8,Formal,Male,12,47,13,0.7,29.8
28.9,11.1,Formal,Male,12,46,13,0.7,29.6
26.4,9.7,Formal,Male,9,43,10,0.7,27.1
26.9,10,Formal,Male,9.5,43,10.5,0.7,27.6
26.9,10.1,Formal,Male,9.5,43,10.5,0.7,27.6
26.3,9.5,Formal,Male,9,42,10,0.7,27
28.2,11,Formal,Male,11,45,12,0.7,28.9
28.6,10.9,Formal,Male,11.5,46,12.5,0.7,29.3
24.3,9.8,Formal,Male,6.5,40,7.5,0.7,25
28.9,11.4,Formal,Male,12,46,13,0.7,29.6
30.7,10.4,Formal,Male,14,49,15,0.7,31.4
27.2,11.5,Formal,Male,10,44,11,0.7,27.9
29.1,10.5,Formal,Male,12,47,13,0.7,29.8
26.3,10.4,Formal,Male,9,42,10,0.7,27
25.2,9.7,Formal,Male,7.5,41,8.5,0.7,25.9
25.9,9.8,Formal,Male,8.5,42,9.5,0.7,26.6
28.9,10.6,Formal,Male,12,46,13,0.7,29.6
26.5,9.7,Formal,Male,9,43,10,0.7,27.2
25.1,9.4,Formal,Male,7.5,41,8.5,0.7,25.8
25.3,9.6,Formal,Male,7.5,41,8.5,0.7,26
26.3,10.4,Formal,Male,9,42,10,0.7,27
27.5,10.9,Formal,Male,10.5,44,11.5,0.7,28.2
28.3,9.8,Formal,Male,11.5,46,12.5,0.7,29
27.5,10.4,Formal,Male,10.5,44,11.5,0.7,28.2
25.2,10,Formal,Male,7.5,41,8.5,0.7,25.9
24.7,9.7,Formal,Male,7,40,8,0.7,25.4
25,10,Formal,Male,7.5,41,8.5,0.7,25.7
29.2,10.9,Formal,Male,12.5,47,13.5,0.7,29.9
27.2,10.7,Formal,Male,10,44,11,0.7,27.9
29.1,10.7,Formal,Male,12,47,13,0.7,29.8
27.2,10,Formal,Male,10,44,11,0.7,27.9
28,10.4,Formal,Male,11,45,12,0.7,28.7
26.3,10.2,Formal,Male,9,42,10,0.7,27
26,11.7,Formal,Male,8.5,42,9.5,0.7,26.7
27.2,11,Formal,Male,10,44,11,0.7,27.9
26.1,9.6,Formal,Male,8.5,42,9.5,0.7,26.8
26.3,10.2,Formal,Male,9,42,10,0.7,27
28.1,10,Formal,Male,11,45,12,0.7,28.8
27.6,10,Formal,Male,10.5,44,11.5,0.7,28.3
28.4,10.2,Formal,Male,11.5,46,12.5,0.7,29.1
27.2,9.9,Formal,Male,10,44,11,0.7,27.9
28.8,11.3,Formal,Male,12,46,13,0.7,29.5
27,9.6,Formal,Male,9.5,44,10.5,0.7,27.7
27.9,11,Formal,Male,11,45,12,0.7,28.6
28.5,10.2,Formal,Male,11.5,46,12.5,0.7,29.2
26.4,10.4,Formal,Male,9,43,10,0.7,27.1
26.1,9.8,Formal,Male,8.5,42,9.5,0.7,26.8
26.8,9.7,Formal,Male,9.5,43,10.5,0.7,27.5
26.2,9.9,Formal,Male,9,42,10,0.7,26.9
29.4,10.5,Formal,Male,12.5,47,13.5,0.7,30.1
26.8,10.8,Formal,Male,9.5,43,10.5,0.7,27.5
25.9,11.1,Formal,Male,8.5,42,9.5,0.7,26.6
27.1,10.8,Formal,Male,10,44,11,0.7,27.8
28.1,10.7,Formal,Male,11,45,12,0.7,28.8
26.4,10,Formal,Male,9,43,10,0.7,27.1
26.4,10.1,Formal,Male,9,43,10,0.7,27.1
26.7,10.2,Formal,Male,9.5,43,10.5,0.7,27.4
28.1,9.5,Formal,Male,11,45,12,0.7,28.8
26.4,10,Formal,Male,9,43,10,0.7,27.1
25.6,9.2,Formal,Male,8,41,9,0.7,26.3
27,9.3,Formal,Male,9.5,44,10.5,0.7,27.7
27.1,10,Formal,Male,10,44,11,0.7,27.8
27.5,10.6,Formal,Male,10.5,44,11.5,0.7,28.2
26.5,10.5,Formal,Male,9,43,10,0.7,27.2
29.2,11.3,Formal,Male,12.5,47,13.5,0.7,29.9
26.5,9.8,Formal,Male,9,43,10,0.7,27.2
27.4,10.1,Formal,Male,10,44,11,0.7,28.1
27.1,10.2,Formal,Male,10,44,11,0.7,27.8
29.4,10.3,Formal,Male,12.5,47,13.5,0.7,30.1
30,10.9,Formal,Male,13.5,48,14.5,0.7,30.7
30,10.8,Formal,Male,13.5,48,14.5,0.7,30.7
27.4,9.6,Formal,Male,10,44,11,0.7,28.1
27.2,10.5,Formal,Male,10,44,11,0.7,27.9
28.7,9.8,Formal,Male,11.5,46,12.5,0.7,29.4
27.2,10.1,Formal,Male,10,44,11,0.7,27.9
27.9,9.7,Formal,Male,11,45,12,0.7,28.6
28,10.7,Formal,Male,11,45,12,0.7,28.7
27.4,10.6,Formal,Male,10,44,11,0.7,28.1
28.5,9.9,Formal,Male,11.5,46,12.5,0.7,29.2
25.2,9.2,Formal,Male,7.5,41,8.5,0.7,25.9
27.3,10.8,Formal,Male,10,44,11,0.7,28
27.9,9.9,Formal,Male,11,45,12,0.7,28.6
25.6,9.6,Formal,Male,8,41,9,0.7,26.3
29.5,10.7,Formal,Male,12.5,47,13.5,0.7,30.2
26.8,10,Formal,Male,9.5,43,10.5,0.7,27.5
28.8,10.9,Formal,Male,12,46,13,0.7,29.5
24.3,9.9,Formal,Male,6.5,40,7.5,0.7,25
26.5,10.5,Formal,Male,9,43,10,0.7,27.2
26.3,9.6,Formal,Male,9,42,10,0.7,27
27.2,9.5,Formal,Male,10,44,11,0.7,27.9
28.8,10.7,Formal,Male,12,46,13,0.7,29.5
27.5,10.2,Formal,Male,10.5,44,11.5,0.7,28.2
28.8,10.3,Formal,Male,12,46,13,0.7,29.5
27,10.4,Formal,Male,9.5,44,10.5,0.7,27.7
25.5,9.1,Formal,Male,8,41,9,0.7,26.2
25.9,9.9,Formal,Male,8.5,42,9.5,0.7,26.6
26.7,9.8,Formal,Male,9.5,43,10.5,0.7,27.4
27.1,9.6,Formal,Male,10,44,11,0.7,27.8
28.5,10,Formal,Male,11.5,46,12.5,0.7,29.2
29,10.8,Formal,Male,12,47,13,0.7,29.7
26.3,9.7,Formal,Male,9,42,10,0.7,27
26.5,10,Formal,Male,9,43,10,0.7,27.2
24.2,8.6,Formal,Male,6.5,39,7.5,0.7,24.9
27.2,10.1,Formal,Male,10,44,11,0.7,27.9
26.6,10,Formal,Male,9,43,10,0.7,27.3
24.9,9.6,Formal,Male,7,40,8,0.7,25.6
27.2,10.5,Formal,Male,10,44,11,0.7,27.9
28.8,10.5,Formal,Male,12,46,13,0.7,29.5
29.2,10.8,Formal,Male,12.5,47,13.5,0.7,29.9
26.1,10.5,Formal,Male,8.5,42,9.5,0.7,26.8
27.1,11.5,Formal,Male,10,44,11,0.7,27.8
28.7,11,Formal,Male,11.5,46,12.5,0.7,29.4
29.7,11.2,Formal,Male,13,48,14,0.7,30.4
27.5,10.7,Formal,Male,10.5,44,11.5,0.7,28.2
28.6,10.1,Formal,Male,11.5,46,12.5,0.7,29.3
27.3,10.2,Formal,Male,10,44,11,0.7,28
27.5,10.2,Formal,Male,10.5,44,11.5,0.7,28.2
25.7,9.9,Formal,Male,8,42,9,0.7,26.4
27.1,9.9,Formal,Male,10,44,11,0.7,27.8
26.2,9.5,Formal,Male,9,42,10,0.7,26.9
28,9.8,Formal,Male,11,45,12,0.7,28.7
27.4,10.1,Formal,Male,10,44,11,0.7,28.1
27.7,10.2,Formal,Male,10.5,45,11.5,0.7,28.4
25.1,9.4,Formal,Male,7.5,41,8.5,0.7,25.8
28.5,11.1,Formal,Male,11.5,46,12.5,0.7,29.2
27.5,9.9,Formal,Male,10.5,44,11.5,0.7,28.2
28.3,9.6,Formal,Male,11.5,46,12.5,0.7,29
28.4,10.9,Formal,Male,11.5,46,12.5,0.7,29.1
25.8,9.4,Formal,Male,8.5,42,9.5,0.7,26.5
26.8,10.5,Formal,Male,9.5,43,10.5,0.7,27.5
27.1,10.5,Formal,Male,10,44,11,0.7,27.8
26.4,9.4,Formal,Male,9,43,10,0.7,27.1
28.4,10.7,Formal,Male,11.5,46,12.5,0.7,29.1
25.7,9.8,Formal,Male,8,42,9,0.7,26.4
26.5,9.9,Formal,Male,9,43,10,0.7,27.2
26.8,9.8,Formal,Male,9.5,43,10.5,0.7,27.5
25.6,9.9,Formal,Male,8,41,9,0.7,26.3
24.6,9.8,Formal,Male,7,40,8,0.7,25.3
26.8,10.4,Formal,Male,9.5,43,10.5,0.7,27.5
27.8,9.8,Formal,Male,10.5,45,11.5,0.7,28.5
28.8,10.8,Formal,Male,12,46,13,0.7,29.5
29.4,11.5,Formal,Male,12.5,47,13.5,0.7,30.1
27.1,9.9,Formal,Male,10,44,11,0.7,27.8
26.3,10.9,Formal,Male,9,42,10,0.7,27
28,10.2,Formal,Male,11,45,12,0.7,28.7
25.1,9.5,Formal,Male,7.5,41,8.5,0.7,25.8
27.9,10.9,Formal,Male,11,45,12,0.7,28.6
27.5,10.3,Formal,Male,10.5,44,11.5,0.7,28.2
27,9.7,Formal,Male,9.5,44,10.5,0.7,27.7
29.4,10.5,Formal,Male,12.5,47,13.5,0.7,30.1
27.7,11.1,Formal,Male,10.5,45,11.5,0.7,28.4
28.3,10.6,Formal,Male,11.5,46,12.5,0.7,29
30.2,11.2,Formal,Male,13.5,48,14.5,0.7,30.9
24.4,10.3,Formal,Male,6.5,40,7.5,0.7,25.1
28.2,10.1,Formal,Male,11,45,12,0.7,28.9
28.8,10.7,Formal,Male,12,46,13,0.7,29.5
27.3,9.7,Formal,Male,10,44,11,0.7,28
25.2,10.8,Formal,Male,7.5,41,8.5,0.7,25.9
26.9,9.7,Formal,Male,9.5,43,10.5,0.7,27.6
27.9,10.9,Formal,Male,11,45,12,0.7,28.6
27.1,10.6,Formal,Male,10,44,11,0.7,27.8
27.7,10.6,Formal,Male,10.5,45,11.5,0.7,28.4
29,10.5,Formal,Male,12,47,13,0.7,29.7
26.6,10.3,Formal,Male,9,43,10,0.7,27.3
27,9.3,Formal,Male,9.5,44,10.5,0.7,27.7
26.4,10,Formal,Male,9,43,10,0.7,27.1
26.3,10.3,Formal,Male,9,42,10,0.7,27
26.8,9.8,Formal,Male,9.5,43,10.5,0.7,27.5
25.6,9.4,Formal,Male,8,41,9,0.7,26.3
26.3,9.9,Formal,Male,9,42,10,0.7,27
27,10.8,Formal,Male,9.5,44,10.5,0.7,27.7
26.4,9.9,Formal,Male,9,43,10,0.7,27.1
26.7,10.4,Formal,Male,9.5,43,10.5,0.7,27.4
25.8,9.5,Formal,Male,8.5,42,9.5,0.7,26.5
25.3,10.1,Formal,Male,7.5,41,8.5,0.7,26
27.5,10.9,Formal,Male,10.5,44,11.5,0.7,28.2
26.8,9.3,Formal,Male,9.5,43,10.5,0.7,27.5
27.7,10.3,Formal,Male,10.5,45,11.5,0.7,28.4
28.9,10.5,Formal,Male,12,46,13,0.7,29.6
27.5,9.9,Formal,Male,10.5,44,11.5,0.7,28.2
27.2,9.7,Formal,Male,10,44,11,0.7,27.9
27.4,10.6,Formal,Male,10,44,11,0.7,28.1
24.4,9.2,Formal,Male,6.5,40,7.5,0.7,25.1
28.1,10.3,Formal,Male,11,45,12,0.7,28.8
27.7,10.3,Formal,Male,10.5,45,11.5,0.7,28.4
27.1,9.9,Formal,Male,10,44,11,0.7,27.8
29.5,11.5,Formal,Male,12.5,47,13.5,0.7,30.2
28.2,10.6,Formal,Male,11,45,12,0.7,28.9
28.6,10.7,Formal,Male,11.5,46,12.5,0.7,29.3
26.5,10,Formal,Male,9,43,10,0.7,27.2
26.5,9.7,Formal,Male,9,43,10,0.7,27.2
27.7,10,Formal,Male,10.5,45,11.5,0.7,28.4
25.2,9.9,Formal,Male,7.5,41,8.5,0.7,25.9
27.1,10.2,Formal,Male,10,44,11,0.7,27.8
27.3,10.2,Formal,Male,10,44,11,0.7,28
25.2,9.7,Formal,Male,7.5,41,8.5,0.7,25.9
26.7,10.2,Formal,Male,9.5,43,10.5,0.7,27.4
27.3,10.4,Formal,Male,10,44,11,0.7,28
24.3,9.5,Formal,Male,6.5,40,7.5,0.7,25
26.5,10.3,Formal,Male,9,43,10,0.7,27.2
26,9.6,Formal,Male,8.5,42,9.5,0.7,26.7
26.5,10.4,Formal,Male,9,43,10,0.7,27.2
28.6,10.5,Formal,Male,11.5,46,12.5,0.7,29.3
29.7,10.3,Formal,Male,13,48,14,0.7,30.4
27.1,9.9,Formal,Male,10,44,11,0.7,27.8
24.8,9.7,Formal,Male,7,40,8,0.7,25.5
25.5,8.9,Formal,Male,8,41,9,0.7,26.2
28.8,11.2,Formal,Male,12,46,13,0.7,29.5
25.6,10.2,Formal,Male,8,41,9,0.7,26.3
26.9,9.5,Formal,Male,9.5,43,10.5,0.7,27.6
26.5,9.5,Formal,Male,9,43,10,0.7,27.2
29.2,10.5,Formal,Male,12.5,47,13.5,0.7,29.9
24.9,9.9,Formal,Male,7,40,8,0.7,25.6
27.3,9.8,Formal,Male,10,44,11,0.7,28
26.9,9.9,Formal,Male,9.5,43,10.5,0.7,27.6
24.4,9.8,Formal,Male,6.5,40,7.5,0.7,25.1
26.7,9.6,Formal,Male,9.5,43,10.5,0.7,27.4
28.7,10.4,Formal,Male,11.5,46,12.5,0.7,29.4
28.4,10.3,Formal,Male,11.5,46,12.5,0.7,29.1
26.7,10,Formal,Male,9.5,43,10.5,0.7,27.4
26.5,9.9,Formal,Male,9,43,10,0.7,27.2
27.8,10.2,Formal,Male,10.5,45,11.5,0.7,28.5
25.4,10.6,Formal,Male,8,41,9,0.7,26.1
27.5,9.8,Formal,Male,10.5,44,11.5,0.7,28.2
25.9,9.8,Formal,Male,8.5,42,9.5,0.7,26.6
27.3,10.6,Formal,Male,10,44,11,0.7,28
25.5,10.1,Formal,Male,8,41,9,0.7,26.2
26.9,9.9,Formal,Male,9.5,43,10.5,0.7,27.6
27.9,9.3,Formal,Male,11,45,12,0.7,28.6
26,10.9,Formal,Male,8.5,42,9.5,0.7,26.7
28.5,10.4,Formal,Male,11.5,46,12.5,0.7,29.2
26,10,Formal,Male,8.5,42,9.5,0.7,26.7
27.5,10.3,Formal,Male,10.5,44,11.5,0.7,28.2
26.4,10.1,Formal,Male,9,43,10,0.7,27.1
26.1,10,Formal,Male,8.5,42,9.5,0.7,26.8
28.5,11,Formal,Male,11.5,46,12.5,0.7,29.2
27.5,10.1,Formal,Male,10.5,44,11.5,0.7,28.2
27.4,10.3,Formal,Male,10,44,11,0.7,28.1
28.7,11,Formal,Male,11.5,46,12.5,0.7,29.4
24.7,10.2,Formal,Male,7,40,8,0.7,25.4
25.7,10.5,Formal,Male,8,42,9,0.7,26.4
27.4,10.2,Formal,Male,10,44,11,0.7,28.1
27.5,9.9,Formal,Male,10.5,44,11.5,0.7,28.2
27.2,9.4,Formal,Male,10,44,11,0.7,27.9
26.9,9.9,Formal,Male,9.5,43,10.5,0.7,27.6
25.9,9.9,Formal,Male,8.5,42,9.5,0.7,26.6
30.5,11.2,Formal,Male,14,49,15,0.7,31.2
25.1,9.6,Formal,Male,7.5,41,8.5,0.7,25.8
27.5,9.9,Formal,Male,10.5,44,11.5,0.7,28.2
27,10.2,Formal,Male,9.5,44,10.5,0.7,27.7
26.7,9.9,Formal,Male,9.5,43,10.5,0.7,27.4
26.2,10.5,Formal,Male,9,42,10,0.7,26.9
29.8,10.5,Formal,Male,13,48,14,0.7,30.5
27.2,10.1,Formal,Male,10,44,11,0.7,27.9
27.1,9.6,Formal,Male,10,44,11,0.7,27.8
29.7,10.1,Formal,Male,13,48,14,0.7,30.4
26.7,10.2,Formal,Male,9.5,43,10.5,0.7,27.4
28,10.3,Formal,Male,11,45,12,0.7,28.7
27.9,9.9,Formal,Male,11,45,12,0.7,28.6
26.6,10.4,Formal,Male,9,43,10,0.7,27.3
28.3,10,Formal,Male,11.5,46,12.5,0.7,29
28.4,10.5,Formal,Male,11.5,46,12.5,0.7,29.1
25.5,9.8,Formal,Male,8,41,9,0.7,26.2
24.7,9.9,Formal,Male,7,40,8,0.7,25.4
26.4,10.7,Formal,Male,9,43,10,0.7,27.1
25.1,9.7,Formal,Male,7.5,41,8.5,0.7,25.8
26.1,9.8,Formal,Male,8.5,42,9.5,0.7,26.8
25.4,10.3,Formal,Male,8,41,9,0.7,26.1
25.9,10,Formal,Male,8.5,42,9.5,0.7,26.6
26.4,10.4,Formal,Male,9,43,10,0.7,27.1
27.2,9.6,Formal,Male,10,44,11,0.7,27.9
27.1,9.8,Formal,Male,10,44,11,0.7,27.8
25.8,10,Formal,Male,8.5,42,9.5,0.7,26.5
26.3,9.8,Formal,Male,9,42,10,0.7,27
25.4,10.3,Formal,Male,8,41,9,0.7,26.1
27.8,9.5,Formal,Male,10.5,45,11.5,0.7,28.5
25.2,9.6,Formal,Male,7.5,41,8.5,0.7,25.9
25.9,10.5,Formal,Male,8.5,42,9.5,0.7,26.6
28.2,11.1,Formal,Male,11,45,12,0.7,28.9
26.8,9.8,Formal,Male,9.5,43,10.5,0.7,27.5
29.4,10.2,Formal,Male,12.5,47,13.5,0.7,30.1
28.2,10.2,Formal,Male,11,45,12,0.7,28.9
28.4,10.5,Formal,Male,11.5,46,12.5,0.7,29.1
27,9.8,Formal,Male,9.5,44,10.5,0.7,27.7
27.4,10.8,Formal,Male,10,44,11,0.7,28.1
24.7,10.5,Formal,Male,7,40,8,0.7,25.4
27.5,10.5,Formal,Male,10.5,44,11.5,0.7,28.2
27.1,9.8,Formal,Male,10,44,11,0.7,27.8
28,10.1,Formal,Male,11,45,12,0.7,28.7
27.2,10.3,Formal,Male,10,44,11,0.7,27.9
26.8,10.2,Formal,Male,9.5,43,10.5,0.7,27.5
28,10.2,Formal,Male,11,45,12,0.7,28.7
28.1,10.6,Formal,Male,11,45,12,0.7,28.8
27.4,10.6,Formal,Male,10,44,11,0.7,28.1
24.4,9.9,Formal,Male,6.5,40,7.5,0.7,25.1
26.6,10.9,Formal,Male,9,43,10,0.7,27.3
25.4,9.7,Formal,Male,8,41,9,0.7,26.1
29.2,11.8,Formal,Male,12.5,47,13.5,0.7,29.9
27.9,10.6,Formal,Male,11,45,12,0.7,28.6
27.7,9.8,Formal,Male,10.5,45,11.5,0.7,28.4
27,10.2,Formal,Male,9.5,44,10.5,0.7,27.7
27.9,9.4,Formal,Male,11,45,12,0.7,28.6
27.2,10.5,Formal,Male,10,44,11,0.7,27.9
29.2,11,Formal,Male,12.5,47,13.5,0.7,29.9
27.8,10.9,Formal,Male,10.5,45,11.5,0.7,28.5
27.1,9.7,Formal,Male,10,44,11,0.7,27.8
27.8,10.9,Formal,Male,10.5,45,11.5,0.7,28.5
25.4,9.5,Formal,Male,8,41,9,0.7,26.1
27.3,9.3,Formal,Male,10,44,11,0.7,28
26.7,10.2,Formal,Male,9.5,43,10.5,0.7,27.4
26.4,10.1,Formal,Male,9,43,10,0.7,27.1
27.5,10.2,Formal,Male,10.5,44,11.5,0.7,28.2
27.1,9.5,Formal,Male,10,44,11,0.7,27.8
26.8,9.6,Formal,Male,9.5,43,10.5,0.7,27.5
27.2,10.4,Formal,Male,10,44,11,0.7,27.9
27.1,9.8,Formal,Male,10,44,11,0.7,27.8
26.7,9.9,Formal,Male,9.5,43,10.5,0.7,27.4
26.1,10.2,Formal,Male,8.5,42,9.5,0.7,26.8
27.1,9.9,Formal,Male,10,44,11,0.7,27.8
26,10.4,Formal,Male,8.5,42,9.5,0.7,26.7
26.3,9.6,Formal,Male,9,42,10,0.7,27
27.3,10.7,Formal,Male,10,44,11,0.7,28
28.6,10.2,Formal,Male,11.5,46,12.5,0.7,29.3
27.5,10.4,Formal,Male,10.5,44,11.5,0.7,28.2
26,9.6,Formal,Male,8.5,42,9.5,0.7,26.7
26.9,10,Formal,Male,9.5,43,10.5,0.7,27.6
27.7,10.3,Formal,Male,10.5,45,11.5,0.7,28.4
26.6,9.5,Formal,Male,9,43,10,0.7,27.3
27.8,10.3,Formal,Male,10.5,45,11.5,0.7,28.5
28.8,9.8,Formal,Male,12,46,13,0.7,29.5
27.7,9.9,Formal,Male,10.5,45,11.5,0.7,28.4
27.8,10.1,Formal,Male,10.5,45,11.5,0.7,28.5
28.1,10.6,Formal,Male,11,45,12,0.7,28.8
26.7,10.3,Formal,Male,9.5,43,10.5,0.7,27.4
25.4,10.4,Formal,Male,8,41,9,0.7,26.1
26.9,10.9,Formal,Male,9.5,43,10.5,0.7,27.6
29.3,10.5,Formal,Male,12.5,47,13.5,0.7,30
26.7,10.3,Formal,Male,9.5,43,10.5,0.7,27.4
26.7,10.4,Formal,Male,9.5,43,10.5,0.7,27.4
29.6,10.3,Formal,Male,13,47,14,0.7,30.3
25.5,9,Formal,Male,8,41,9,0.7,26.2
27.8,10.5,Formal,Male,10.5,45,11.5,0.7,28.5
27.7,10.4,Formal,Male,10.5,45,11.5,0.7,28.4
29,10.7,Formal,Male,12,47,13,0.7,29.7
26.7,9.9,Formal,Male,9.5,43,10.5,0.7,27.4
30.3,10.5,Formal,Male,13.5,48,14.5,0.7,31
28.4,10,Formal,Male,11.5,46,12.5,0.7,29.1
28,10.2,Formal,Male,11,45,12,0.7,28.7
25.6,9.7,Formal,Male,8,41,9,0.7,26.3
27.6,10.3,Formal,Male,10.5,44,11.5,0.7,28.3
28.1,10.2,Formal,Male,11,45,12,0.7,28.8
26.3,9.7,Formal,Male,9,42,10,0.7,27
27.3,10.4,Formal,Male,10,44,11,0.7,28
27.6,9.8,Formal,Male,10.5,44,11.5,0.7,28.3
28.4,9.9,Formal,Male,11.5,46,12.5,0.7,29.1
25.4,9.2,Formal,Male,8,41,9,0.7,26.1
27.3,9.8,Formal,Male,10,44,11,0.7,28
26.2,10.1,Formal,Male,9,42,10,0.7,26.9
27.5,10.7,Formal,Male,10.5,44,11.5,0.7,28.2
25.9,9.9,Formal,Male,8.5,42,9.5,0.7,26.6
27.8,10.4,Formal,Male,10.5,45,11.5,0.7,28.5
25.9,9.5,Formal,Male,8.5,42,9.5,0.7,26.6
27.5,10.4,Formal,Male,10.5,44,11.5,0.7,28.2
26.7,10.2,Formal,Male,9.5,43,10.5,0.7,27.4
25,9.8,Formal,Male,7.5,41,8.5,0.7,25.7
28.1,11,Formal,Male,11,45,12,0.7,28.8
26.1,9.4,Formal,Male,8.5,42,9.5,0.7,26.8
26.5,9.7,Formal,Male,9,43,10,0.7,27.2
26.1,10.2,Formal,Male,8.5,42,9.5,0.7,26.8
29.3,11.1,Formal,Male,12.5,47,13.5,0.7,30
27.2,9.9,Formal,Male,10,44,11,0.7,27.9
25.3,10.3,Formal,Male,7.5,41,8.5,0.7,26
27.8,9.6,Formal,Male,10.5,45,11.5,0.7,28.5
24.9,9.8,Formal,Male,7,40,8,0.7,25.6
28.9,10.8,Formal,Male,12,46,13,0.7,29.6
28.3,10.8,Formal,Male,11.5,46,12.5,0.7,29
25.5,10.2,Formal,Male,8,41,9,0.7,26.2
24.8,9,Formal,Male,7,40,8,0.7,25.5
28,10,Formal,Male,11,45,12,0.7,28.7
25.5,10.5,Formal,Male,8,41,9,0.7,26.2
27.5,10.5,Formal,Male,10.5,44,11.5,0.7,28.2
25.2,10.7,Formal,Male,7.5,41,8.5,0.7,25.9
28.6,10.5,Formal,Male,11.5,46,12.5,0.7,29.3
27.7,10.3,Formal,Male,10.5,45,11.5,0.7,28.4
25.4,10.1,Formal,Male,8,41,9,0.7,26.1
28.7,10.4,Formal,Male,11.5,46,12.5,0.7,29.4
26.3,9.9,Formal,Male,9,42,10,0.7,27
27.1,9.5,Formal,Male,10,44,11,0.7,27.8
27.7,9.8,Formal,Male,10.5,45,11.5,0.7,28.4
28,10.1,Formal,Male,11,45,12,0.7,28.7
26.2,9.9,Formal,Male,9,42,10,0.7,26.9
25.6,9.8,Formal,Male,8,41,9,0.7,26.3
27.5,10,Formal,Male,10.5,44,11.5,0.7,28.2
27.3,10.3,Formal,Male,10,44,11,0.7,28
26.3,10,Formal,Male,9,42,10,0.7,27
28.7,10.5,Formal,Male,11.5,46,12.5,0.7,29.4
27.4,10.4,Formal,Male,10,44,11,0.7,28.1
26.3,9.3,Formal,Male,9,42,10,0.7,27
26.3,10.4,Formal,Male,9,42,10,0.7,27
26.1,10.2,Formal,Male,8.5,42,9.5,0.7,26.8
27.2,10.2,Formal,Male,10,44,11,0.7,27.9
27.5,10.8,Formal,Male,10.5,44,11.5,0.7,28.2
26.9,10,Formal,Male,9.5,43,10.5,0.7,27.6
26,10.2,Formal,Male,8.5,42,9.5,0.7,26.7
26.6,9.9,Formal,Male,9,43,10,0.7,27.3
26.8,10.5,Formal,Male,9.5,43,10.5,0.7,27.5
27.5,10.2,Formal,Male,10.5,44,11.5,0.7,28.2
26.8,10.2,Formal,Male,9.5,43,10.5,0.7,27.5
27.2,10,Formal,Male,10,44,11,0.7,27.9
25.9,9.9,Formal,Male,8.5,42,9.5,0.7,26.6
28.7,10.8,Formal,Male,11.5,46,12.5,0.7,29.4
27.3,10.9,Formal,Male,10,44,11,0.7,28
29.4,11.1,Formal,Male,12.5,47,13.5,0.7,30.1
24.8,9.5,Formal,Male,7,40,8,0.7,25.5
26.8,10.1,Formal,Male,9.5,43,10.5,0.7,27.5
28.8,10.7,Formal,Male,12,46,13,0.7,29.5
26.9,9.7,Formal,Male,9.5,43,10.5,0.7,27.6
26.5,10.5,Formal,Male,9,43,10,0.7,27.2
28.4,10.5,Formal,Male,11.5,46,12.5,0.7,29.1
27.2,10.3,Formal,Male,10,44,11,0.7,27.9
28.6,10.2,Formal,Male,11.5,46,12.5,0.7,29.3
